"Path","Status","Confidence","Reason","SizeBytes","Modified"
"vadafok_studio/core/__pycache__/batch_engine.cpython-314.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","10223","2026-07-13 11:43:53"
"vadafok_studio/core/__pycache__/caption_renderer.cpython-313.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","7834","2026-07-09 11:06:53"
"vadafok_studio/core/__pycache__/caption_renderer.cpython-314.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","8526","2026-07-13 11:43:53"
"vadafok_studio/core/__pycache__/config.cpython-313.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","5233","2026-07-13 11:43:47"
"vadafok_studio/core/__pycache__/config.cpython-314.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","5520","2026-07-13 13:06:01"
"vadafok_studio/core/__pycache__/export_engine.cpython-313.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","4696","2026-07-09 11:06:53"
"vadafok_studio/core/__pycache__/export_engine.cpython-314.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","5815","2026-07-13 11:43:53"
"vadafok_studio/core/__pycache__/image_view.cpython-313.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","2730","2026-07-09 11:06:53"
"vadafok_studio/core/__pycache__/image_view.cpython-314.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","2857","2026-07-13 11:43:53"
"vadafok_studio/core/__pycache__/layout_engine.cpython-313.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","10416","2026-07-09 11:06:53"
"vadafok_studio/core/__pycache__/layout_engine.cpython-314.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","11709","2026-07-13 11:43:53"
"vadafok_studio/core/__pycache__/library.cpython-313.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","4667","2026-07-13 11:43:47"
"vadafok_studio/core/__pycache__/library.cpython-314.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","9760","2026-07-13 13:06:01"
"vadafok_studio/core/__pycache__/obs_controller.cpython-313.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","19893","2026-07-13 11:43:47"
"vadafok_studio/core/__pycache__/obs_controller.cpython-314.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","20525","2026-07-13 13:06:01"
"vadafok_studio/core/__pycache__/obs_workflow.cpython-313.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","5322","2026-07-09 11:06:53"
"vadafok_studio/core/__pycache__/obs_workflow.cpython-314.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","6407","2026-07-13 11:43:53"
"vadafok_studio/core/__pycache__/online_speech.cpython-314.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","4280","2026-07-13 11:37:49"
"vadafok_studio/core/__pycache__/preview_engine.cpython-313.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","4605","2026-07-04 20:36:31"
"vadafok_studio/core/__pycache__/preview_engine.cpython-314.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","5766","2026-07-04 20:36:37"
"vadafok_studio/core/__pycache__/scene_favorites.cpython-313.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","3023","2026-07-09 11:06:53"
"vadafok_studio/core/__pycache__/scene_favorites.cpython-314.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","3887","2026-07-13 11:43:53"
"vadafok_studio/core/__pycache__/silent_caption_engine.cpython-313.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","4034","2026-07-06 22:53:46"
"vadafok_studio/core/__pycache__/silent_caption_engine.cpython-314.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","5044","2026-07-06 22:53:57"
"vadafok_studio/core/__pycache__/silent_director.cpython-313.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","8953","2026-07-09 11:06:53"
"vadafok_studio/core/__pycache__/silent_director.cpython-314.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","17148","2026-07-13 11:43:53"
"vadafok_studio/core/__pycache__/style_engine.cpython-313.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","4472","2026-07-09 11:06:53"
"vadafok_studio/core/__pycache__/style_engine.cpython-314.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","5929","2026-07-13 11:43:53"
"vadafok_studio/core/__pycache__/template_canvas_layers.cpython-313.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","1198","2026-07-04 20:44:05"
"vadafok_studio/core/__pycache__/template_canvas_layers.cpython-314.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","1221","2026-07-04 20:44:12"
"vadafok_studio/core/__pycache__/template_store.cpython-313.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","13080","2026-07-09 11:06:53"
"vadafok_studio/core/__pycache__/template_store.cpython-314.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","15292","2026-07-13 11:43:53"
"vadafok_studio/core/__pycache__/text_library_engine.cpython-313.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","6135","2026-07-09 11:06:53"
"vadafok_studio/core/__pycache__/text_library_engine.cpython-314.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","7825","2026-07-13 11:43:53"
"vadafok_studio/core/banner_profiles.py","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","1908","2026-07-13 11:43:47"
"vadafok_studio/core/batch_engine.py","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","5054","2026-07-13 11:43:47"
"vadafok_studio/core/caption_renderer.py","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","5647","2026-07-13 11:43:47"
"vadafok_studio/core/config.py","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","3539","2026-07-13 11:43:47"
"vadafok_studio/core/export_engine.py","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","3188","2026-07-13 11:43:47"
"vadafok_studio/core/image_view.py","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","1500","2026-07-13 11:43:47"
"vadafok_studio/core/layout_engine.py","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","6334","2026-07-13 11:43:47"
"vadafok_studio/core/library.py","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","5322","2026-07-13 11:43:47"
"vadafok_studio/core/obs_controller.py","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","16227","2026-07-13 11:43:47"
"vadafok_studio/core/obs_workflow.py","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","3432","2026-07-13 11:43:47"
"vadafok_studio/core/preview_engine.py","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","2350","2026-07-13 11:43:47"
"vadafok_studio/core/scene_favorites.py","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","1530","2026-07-13 11:43:47"
"vadafok_studio/core/silent_caption_engine.py","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","2858","2026-07-13 11:43:47"
"vadafok_studio/core/silent_director.py","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","9841","2026-07-13 11:43:47"
"vadafok_studio/core/style_engine.py","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","2628","2026-07-13 11:43:47"
"vadafok_studio/core/template_canvas_layers.py","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","659","2026-07-13 11:43:47"
"vadafok_studio/core/template_store.py","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","8827","2026-07-13 11:43:47"
"vadafok_studio/core/text_library_engine.py","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","4405","2026-07-13 11:43:47"
"vadafok_studio/quick_cards_workflow/__init__.py","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","98","2026-07-14 18:08:19"
"vadafok_studio/quick_cards_workflow/__pycache__/__init__.cpython-314.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","274","2026-07-14 18:08:40"
"vadafok_studio/quick_cards_workflow/__pycache__/integration.cpython-314.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","14997","2026-07-14 18:08:40"
"vadafok_studio/quick_cards_workflow/integration.py","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","6680","2026-07-14 18:08:19"
"vadafok_studio/stream_workflow.py","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","13605","2026-07-15 13:39:07"
"vadafok_studio/tools/voice_listener.ps1","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","4490","2026-07-14 15:26:26"
"vadafok_studio/version.py","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","168","2026-07-15 14:48:37"
"vadafok_studio/voice_control/__init__.py","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","972","2026-07-15 12:26:59"
"vadafok_studio/voice_control/__pycache__/__init__.cpython-313.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","1179","2026-07-14 18:29:47"
"vadafok_studio/voice_control/__pycache__/__init__.cpython-314.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","1620","2026-07-15 12:27:14"
"vadafok_studio/voice_control/__pycache__/foundation.cpython-314.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","25854","2026-07-14 15:26:51"
"vadafok_studio/voice_control/__pycache__/integration.cpython-314.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","14309","2026-07-13 12:58:25"
"vadafok_studio/voice_control/__pycache__/language_selection.cpython-314.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","7308","2026-07-14 12:40:34"
"vadafok_studio/voice_control/__pycache__/matcher.cpython-314.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","11906","2026-07-14 12:07:22"
"vadafok_studio/voice_control/__pycache__/quick_card_voice.cpython-314.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","18925","2026-07-14 15:26:51"
"vadafok_studio/voice_control/__pycache__/voice_help.cpython-314.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","3827","2026-07-14 15:26:51"
"vadafok_studio/voice_control/__pycache__/whisper_dictation.cpython-314.pyc","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","12578","2026-07-14 12:07:22"
"vadafok_studio/voice_control/foundation.py","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","17112","2026-07-14 15:26:26"
"vadafok_studio/voice_control/language_selection.py","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","4375","2026-07-14 12:40:27"
"vadafok_studio/voice_control/matcher.py","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","7238","2026-07-14 12:06:13"
"vadafok_studio/voice_control/quick_card_voice.py","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","11767","2026-07-14 15:26:26"
"vadafok_studio/voice_control/voice_help.py","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","2298","2026-07-14 15:26:25"
"vadafok_studio/voice_control/voice_library.json","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","5194","2026-07-14 12:06:13"
"vadafok_studio/voice_control/whisper_dictation.py","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","8042","2026-07-14 12:06:13"
"vadafok_studio/voice_control/whisper_settings.json","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","233","2026-07-14 12:06:13"
"vadafok_studio/workspace_state.py","ACTIVE","HIGH","Quellcode, Werkzeuge, Styles oder Laufzeit-Assets.","3851","2026-07-15 12:57:24"
"ANALYZE_CLEANUP_2.19_RC2.bat","ARCHIVE_CANDIDATE","HIGH","Versionsgebundene Installations- oder RC/Test-Anleitung.","356","2026-07-15 14:48:23"
"ANALYZE_CLEANUP_2.19_RC2.ps1","ARCHIVE_CANDIDATE","HIGH","Versionsgebundene Installations- oder RC/Test-Anleitung.","6647","2026-07-15 14:48:23"
"docs/BANNER_WORKFLOW_2.17_RC1_APPEND.md","ARCHIVE_CANDIDATE","HIGH","Versionsgebundene Installations- oder RC/Test-Anleitung.","829","2026-07-14 18:29:47"
"docs/CLEANUP_ANALYZER_2.19_RC2.md","ARCHIVE_CANDIDATE","HIGH","Versionsgebundene Installations- oder RC/Test-Anleitung.","334","2026-07-15 14:48:23"
"docs/CLEANUP_INVENTORY_2.19_RC1.md","ARCHIVE_CANDIDATE","HIGH","Versionsgebundene Installations- oder RC/Test-Anleitung.","1538","2026-07-15 14:16:46"
"docs/IDEAS_2.19_RC1_APPEND.md","ARCHIVE_CANDIDATE","HIGH","Versionsgebundene Installations- oder RC/Test-Anleitung.","1207","2026-07-15 14:16:46"
"docs/OBS_ASSET_DISPLAY_IDEA_2.18_APPEND.md","ARCHIVE_CANDIDATE","HIGH","Historische Dokument-ErgÃ¤nzung oder Testnotiz.","1222","2026-07-15 12:26:57"
"docs/QUICK_CARDS_WORKFLOW_2.16.9_RC1.md","ARCHIVE_CANDIDATE","HIGH","Versionsgebundene Installations- oder RC/Test-Anleitung.","278","2026-07-14 18:08:19"
"docs/ROADMAP_2.19_RC1_APPEND.md","ARCHIVE_CANDIDATE","HIGH","Versionsgebundene Installations- oder RC/Test-Anleitung.","1187","2026-07-15 14:16:46"
"docs/STREAM_WORKFLOW_2.18_RC1.md","ARCHIVE_CANDIDATE","HIGH","Versionsgebundene Installations- oder RC/Test-Anleitung.","1028","2026-07-15 12:26:57"
"docs/STREAM_WORKFLOW_2.18_RC1A.md","ARCHIVE_CANDIDATE","HIGH","Versionsgebundene Installations- oder RC/Test-Anleitung.","780","2026-07-15 12:57:25"
"docs/STREAM_WORKFLOW_2.18_RC1B.md","ARCHIVE_CANDIDATE","HIGH","Versionsgebundene Installations- oder RC/Test-Anleitung.","528","2026-07-15 13:11:18"
"docs/STREAM_WORKFLOW_2.18_RC1C.md","ARCHIVE_CANDIDATE","HIGH","Versionsgebundene Installations- oder RC/Test-Anleitung.","715","2026-07-15 13:22:17"
"docs/STREAM_WORKFLOW_2.18_RC1D.md","ARCHIVE_CANDIDATE","HIGH","Versionsgebundene Installations- oder RC/Test-Anleitung.","393","2026-07-15 13:30:30"
"docs/STREAM_WORKFLOW_2.18_RC1E.md","ARCHIVE_CANDIDATE","HIGH","Versionsgebundene Installations- oder RC/Test-Anleitung.","361","2026-07-15 13:39:05"
"docs/VOICE_CONTROL_2.16.7_RC1_APPEND.md","ARCHIVE_CANDIDATE","HIGH","Versionsgebundene Installations- oder RC/Test-Anleitung.","578","2026-07-14 12:40:27"
"docs/VOICE_QUICK_CARDS_2.16.8_RC1A.md","ARCHIVE_CANDIDATE","HIGH","Versionsgebundene Installations- oder RC/Test-Anleitung.","590","2026-07-14 14:09:02"
"docs/VOICE_QUICK_CARDS_2.16.8_RC1B.md","ARCHIVE_CANDIDATE","HIGH","Versionsgebundene Installations- oder RC/Test-Anleitung.","744","2026-07-14 14:40:40"
"docs/VOICE_QUICK_CARDS_2.16.8_RC1C.md","ARCHIVE_CANDIDATE","HIGH","Versionsgebundene Installations- oder RC/Test-Anleitung.","467","2026-07-14 15:26:25"
"FINALIZE_RELEASE_2.16.6.bat","ARCHIVE_CANDIDATE","HIGH","Historisches Release-Werkzeug oder Release-Notiz.","316","2026-07-14 12:06:10"
"INSTALLIEREN_UND_TESTEN_2.16.7_RC1.txt","ARCHIVE_CANDIDATE","HIGH","Versionsgebundene Installations- oder RC/Test-Anleitung.","1174","2026-07-14 12:40:27"
"INSTALLIEREN_UND_TESTEN_2.16.8_RC1A.txt","ARCHIVE_CANDIDATE","HIGH","Versionsgebundene Installations- oder RC/Test-Anleitung.","408","2026-07-14 14:09:02"
"INSTALLIEREN_UND_TESTEN_2.16.8_RC1B.txt","ARCHIVE_CANDIDATE","HIGH","Versionsgebundene Installations- oder RC/Test-Anleitung.","393","2026-07-14 14:40:40"
"INSTALLIEREN_UND_TESTEN_2.16.8_RC1C.txt","ARCHIVE_CANDIDATE","HIGH","Versionsgebundene Installations- oder RC/Test-Anleitung.","316","2026-07-14 15:26:25"
"INSTALLIEREN_UND_TESTEN_2.16.9_RC1.txt","ARCHIVE_CANDIDATE","HIGH","Versionsgebundene Installations- oder RC/Test-Anleitung.","215","2026-07-14 18:08:19"
"INSTALLIEREN_UND_TESTEN_2.17_RC1.txt","ARCHIVE_CANDIDATE","HIGH","Versionsgebundene Installations- oder RC/Test-Anleitung.","630","2026-07-14 18:29:47"
"INSTALLIEREN_UND_TESTEN_2.18_RC1.txt","ARCHIVE_CANDIDATE","HIGH","Versionsgebundene Installations- oder RC/Test-Anleitung.","625","2026-07-15 12:26:57"
"INSTALLIEREN_UND_TESTEN_2.18_RC1A.txt","ARCHIVE_CANDIDATE","HIGH","Versionsgebundene Installations- oder RC/Test-Anleitung.","591","2026-07-15 12:57:25"
"INSTALLIEREN_UND_TESTEN_2.18_RC1B.txt","ARCHIVE_CANDIDATE","HIGH","Versionsgebundene Installations- oder RC/Test-Anleitung.","853","2026-07-15 13:11:18"
"INSTALLIEREN_UND_TESTEN_2.18_RC1C.txt","ARCHIVE_CANDIDATE","HIGH","Versionsgebundene Installations- oder RC/Test-Anleitung.","969","2026-07-15 13:22:17"
"INSTALLIEREN_UND_TESTEN_2.18_RC1D.txt","ARCHIVE_CANDIDATE","HIGH","Versionsgebundene Installations- oder RC/Test-Anleitung.","435","2026-07-15 13:30:30"
"INSTALLIEREN_UND_TESTEN_2.18_RC1E.txt","ARCHIVE_CANDIDATE","HIGH","Versionsgebundene Installations- oder RC/Test-Anleitung.","445","2026-07-15 13:39:05"
"INSTALLIEREN_UND_TESTEN_2.19_RC1.txt","ARCHIVE_CANDIDATE","HIGH","Versionsgebundene Installations- oder RC/Test-Anleitung.","1542","2026-07-15 14:16:46"
"INSTALLIEREN_UND_TESTEN_2.19_RC2_ANALYZER.txt","ARCHIVE_CANDIDATE","HIGH","Versionsgebundene Installations- oder RC/Test-Anleitung.","1241","2026-07-15 14:48:23"
